District,Latitude,Longitude,label,slope_deg,rainfall_mm,soil_moisture_mm
Cachar,24.87574502,92.81254752,0,0,17.40407495,0.514510863
Cachar,24.80598013,92.98900214,0,0.05,17.17974002,0.446291359
Cachar,24.91194829,92.89444143,0,1.65,17.73688663,0.508193164
Cachar,24.79756263,92.74437674,0,0.1,15.32094993,0.452100176
Cachar,24.67377674,92.69101734,0,0.36,16.90135731,0.461211863
Cachar,24.71441064,92.80968605,0,0.1,17.60490349,0.442658541
Cachar,24.84183851,92.82778448,0,0.1,17.55391947,0.4970078
Cachar,24.74962974,92.95175007,0,0.1,16.19629075,0.498486346
Cachar,24.7064208,92.71911735,0,0.41,17.20120261,0.445088366
Cachar,24.85204397,92.65276617,0,0.41,15.53653664,0.491100856
Cachar,24.75131349,92.59212682,0,0.1,15.18301636,0.474503498
Cachar,24.70260378,93.00729354,0,0.26,17.58930131,0.528562433
Cachar,24.91632633,92.67578013,0,0,17.89222846,0.505114389
Cachar,24.99082127,92.84560983,0,3.55,16.66781087,0.497770869
Cachar,25.03266388,92.68550544,0,10.93,15.21485906,0.488535191
Cachar,25.07658812,92.69741944,0,13.63,17.92827351,0.511451112
Cachar,25.1082025,92.5703246,0,4.21,17.30738362,0.502489364
Cachar,24.74887686,92.98731377,0,0.36,16.23847985,0.494261996
Cachar,24.74289378,92.79900239,0,0.1,17.01022293,0.458044655
Cachar,24.84987921,92.92410588,0,0.98,17.41428746,0.499678985
Cachar,24.91185532,92.61511501,0,0.21,15.81387549,0.470218297
Cachar,25.00268365,92.8672674,0,7.17,15.71181842,0.530878412
Cachar,24.71791493,92.53294949,0,0.72,16.90360414,0.528656254
Cachar,24.90210349,92.91588303,0,0.21,17.14211512,0.516919073
Cachar,25.11982713,92.59998954,0,10.38,16.24342674,0.531357267
Cachar,24.81336611,92.64845733,0,0.15,16.50290345,0.513166802
Cachar,24.66953834,92.79367312,0,0.05,16.38433541,0.442534519
Changlang,27.119336,96.14814036,0,8.38,14.20508949,0.463933999
Changlang,27.37093535,95.71832285,0,1.29,15.34472557,0.476021829
Changlang,27.09750902,96.02636791,0,15.66,14.4678506,0.447393367
Changlang,27.01651918,95.8366228,0,9.69,13.66960392,0.52403057
Changlang,27.44468304,96.15660345,0,0.21,14.78910962,0.514500234
Changlang,27.18242125,95.9855314,0,6.86,13.0819712,0.525813382
Changlang,27.20513565,96.12991381,0,2.57,14.90932725,0.524165208
Changlang,27.01690619,95.86545327,0,3.19,14.81854102,0.463327936
Changlang,27.47479907,96.13412695,0,0.15,15.54117277,0.437360774
Changlang,27.08651341,95.91675711,0,2.01,13.03739825,0.44676393
Changlang,27.42998099,95.85479531,0,0.1,13.99285017,0.508918484
Changlang,27.08279664,96.00870948,0,7.52,13.92776001,0.493288091
Changlang,27.069455,96.12714916,0,10.43,13.12974265,0.502326097
Changlang,27.06077081,96.04909409,0,4.67,14.57598095,0.47115479
Changlang,27.36774454,96.09990714,0,3.24,13.60647923,0.503082412
Changlang,27.3704104,96.13068364,0,1.8,14.31084661,0.474433384
Changlang,27.42997381,95.93888048,0,0.05,13.17747974,0.527608296
Changlang,27.05171794,96.11781876,0,14.41,13.22286731,0.47896446
Changlang,27.22262931,96.19620518,0,1.7,15.30644461,0.505378794
Changlang,27.46460229,95.87865672,0,0.05,14.34861308,0.488422889
Changlang,27.03206129,95.79670773,0,1.13,14.00998442,0.439626453
Changlang,27.03974847,96.04489776,0,3.8,14.02478588,0.482873663
Changlang,27.02918313,95.98663332,0,11.62,14.173968,0.47816201
Changlang,27.29190501,95.81787131,0,0.31,14.50052187,0.482980818
Changlang,27.42535585,96.05542165,0,0.1,15.5280153,0.439692946
Changlang,27.04945035,96.00725829,0,6.15,13.76043138,0.524951163
Changlang,27.44397724,95.97010322,0,0,14.82862118,0.484459491
Changlang,27.08154145,95.8714815,0,4.98,14.9503107,0.44984194
Changlang,27.33073865,95.93105746,0,6.81,15.55186236,0.51947629
Changlang,27.24630671,95.82034577,0,0.57,15.30543721,0.480686214
Changlang,27.17706192,96.11296663,0,0.31,13.26648149,0.459354231
Changlang,27.09134496,96.04629112,0,12.9,15.45934332,0.476436524
Changlang,27.16168099,95.92057335,0,1.65,12.98096346,0.529160772
Changlang,27.48555922,95.82962542,0,0.21,13.97453383,0.517139955
Changlang,27.33779548,95.77158757,0,0.05,13.59770241,0.525344348
Changlang,27.25266112,96.19017729,0,4.16,14.48709367,0.511216087
Changlang,27.12528246,96.20118183,0,7.62,14.93875056,0.439585243
Changlang,27.14851505,96.06783801,0,5.9,14.84688052,0.473095606
Changlang,27.06356291,96.19235678,0,17.03,15.01572099,0.512045906
Changlang,27.07550449,96.16400305,0,8.18,15.14528184,0.495649424
Changlang,27.44989944,96.18655649,0,2.47,13.57889313,0.506995677
Changlang,27.17031487,96.14023677,0,5.59,14.76538758,0.447886311
Changlang,27.02293691,96.11051645,0,12.61,13.32970711,0.533696547
Changlang,27.45525413,95.72301858,0,0.05,14.66083801,0.533437086
Changlang,27.0083418,95.97153525,0,4.57,14.01335352,0.532454131
Changlang,27.44816203,95.99945226,0,0.1,15.47139264,0.518276578
Changlang,27.42393405,95.74078833,0,0.21,14.30275353,0.457064869
Changlang,27.46028356,95.78631752,0,0.1,14.04149001,0.516121315
Changlang,27.42026254,96.17404227,0,3.34,15.43488462,0.523533986
Changlang,27.34967211,96.08067698,0,0.05,15.09985212,0.487062279
Dibang Valley,28.47348886,96.10319981,0,24.87,16.45515953,0.397441696
Dibang Valley,28.58947116,95.74622033,0,22.32,15.52837949,0.37123228
Dibang Valley,28.80948559,96.07825378,0,5.8,15.14875427,0.434979153
Dibang Valley,28.64059535,96.04771562,0,13.1,15.98447656,0.383468966
Dibang Valley,28.43117213,95.78460748,0,14.7,16.9702027,0.426358128
Dibang Valley,28.49611612,95.90620429,0,20.17,14.24607656,0.426259056
Dibang Valley,28.56717312,96.01697872,0,8.13,15.54984337,0.372708942
Dibang Valley,28.70865427,95.69018649,0,7.72,16.92973161,0.427911068
Dibang Valley,28.57606023,95.69830987,0,37.07,15.6677387,0.363282371
Dibang Valley,28.61087367,95.78091946,0,34.43,15.29234489,0.363240394
Dibang Valley,28.61456076,96.00442859,0,31.75,14.09199173,0.388108956
Dibang Valley,28.87042118,95.65072817,0,11.82,14.30510765,0.427640347
Dibang Valley,28.40423276,95.66301352,0,29.19,15.88109208,0.375029734
Dibang Valley,28.88405525,96.05720631,0,14.12,14.04862377,0.408076254
Dibang Valley,28.46945104,95.67872965,0,1.03,16.8439397,0.438199912
Dibang Valley,28.76500011,96.10412953,0,26.58,14.05182311,0.422729933
Dibang Valley,28.66661319,96.0181278,0,31.46,14.02291625,0.411246047
Dibang Valley,28.81245577,95.67158291,0,7.42,15.36598553,0.397228538
Dibang Valley,28.76947933,95.73997691,0,3.85,14.07755063,0.382158478
Dibang Valley,28.72866937,95.80978626,0,19.72,15.55235371,0.412841041
Dibang Valley,28.79435372,96.01736273,0,18.57,16.75308801,0.36632079
Dibang Valley,28.65959558,95.98985727,0,0.15,14.22110267,0.417111689
Dibang Valley,28.66737506,96.09111863,0,25.25,14.05154141,0.412209077
Dibang Valley,28.70303776,96.06849551,0,29.51,14.29019087,0.369669533
Dibang Valley,28.57453486,95.96388303,0,3.14,15.5950341,0.42804544
Dibang Valley,28.74205698,96.10111641,0,7.88,14.35717317,0.40567205
Dibang Valley,28.58339687,96.00486617,0,18.11,16.2843114,0.363311435
Dibang Valley,28.46910853,96.02126404,0,12.31,16.73578718,0.367465016
Dibang Valley,28.8702032,95.75716505,0,10.73,15.36026146,0.379467202
Dibang Valley,28.59111699,96.05555099,0,5.8,14.96930762,0.429925941
Dibang Valley,28.51481367,96.06492414,0,21.52,14.84966465,0.407001993
Dibang Valley,28.49805284,95.9355768,0,26.13,16.27589271,0.424409285
Dibang Valley,28.41030917,96.07838735,0,30.82,14.45140911,0.422530865
Dibang Valley,28.40304482,95.97827714,0,17.36,14.44403993,0.407272903
Dibang Valley,28.58087496,95.92209878,0,8.13,16.70671958,0.371601788
Dibang Valley,28.50054016,95.71079727,0,14.89,17.03330267,0.420150499
Dibang Valley,28.59732908,95.95991614,0,3.24,16.00311839,0.389568816
Dibang Valley,28.56127922,96.06042438,0,7.78,16.80497771,0.437049
Dibang Valley,28.70906616,96.00407947,0,14.65,14.4160044,0.392140235
Dibang Valley,28.57784339,95.64132809,0,9.29,16.79288124,0.431693227
Dibang Valley,28.79081084,96.05929375,0,1.44,16.42896841,0.436085936
Dibang Valley,28.41987703,96.04148814,0,5.08,14.5715238,0.374960442
Dibang Valley,28.79171336,95.69182102,0,5.9,14.86906948,0.381551234
Dibang Valley,28.55270148,95.96124005,0,28.32,15.23146429,0.38429226
Dibang Valley,28.70771848,95.62333062,0,11.72,16.82200689,0.386469344
Dibang Valley,28.80505458,95.7377866,0,7.37,15.08593329,0.371017946
Dibang Valley,28.79893103,95.80292382,0,6.61,16.08000774,0.411980058
Dibang Valley,28.44149476,96.0502229,0,4.57,14.04597335,0.403780668
Dibang Valley,28.55215495,95.87911124,0,26.17,16.73389071,0.371363401
Dibang Valley,28.73139617,95.93556636,0,20.67,15.4969554,0.415490884
Dima Hasao,25.44326926,93.19526661,0,3.29,9.000339663,0.427790771
Dima Hasao,25.06031362,92.87415534,0,7.27,8.867918914,0.440785758
Dima Hasao,25.24352977,92.93986665,0,3.03,9.298390151,0.448159496
Dima Hasao,25.04842208,92.99609619,0,2.16,8.052154443,0.471004617
Dima Hasao,25.07152381,93.14083552,0,9.44,9.654993829,0.466982699
Dima Hasao,25.02748212,92.84733933,0,3.8,9.5075848,0.487865442
Dima Hasao,25.04620201,93.22580748,0,5.34,8.934192381,0.428159886
Dima Hasao,25.0730635,93.11202118,0,9.39,9.579390047,0.48905995
Dima Hasao,25.28543554,92.86794295,0,11.82,8.589300204,0.492886626
Dima Hasao,25.01761819,93.23150496,0,2.11,8.687047824,0.437012947
Dima Hasao,25.0732119,93.22690638,0,15.56,9.215975025,0.473088647
Dima Hasao,25.46439628,93.17569863,0,3.5,9.031246575,0.501143667
Dima Hasao,25.096114,93.17600842,0,3.5,8.02244517,0.432062342
Dima Hasao,25.35722088,92.91197686,0,3.5,8.507266642,0.500047903
Dima Hasao,25.19988257,92.9091452,0,0.72,8.109036853,0.492314194
Dima Hasao,25.46680021,93.04898095,0,1.44,9.524225061,0.497003735
Dima Hasao,25.45835115,93.24864271,0,2.16,8.700908788,0.464561498
Dima Hasao,25.2995656,92.88246144,0,4.98,8.294815562,0.47310938
Dima Hasao,25.31252597,92.92456127,0,2.16,9.276280246,0.444621452
Dima Hasao,25.01454504,93.26200932,0,3.65,8.502634184,0.434114245
Dima Hasao,25.36851519,92.94187977,0,0.1,8.424544413,0.439162363
Dima Hasao,25.38550492,92.9240347,0,2.93,9.394057327,0.465474997
Dima Hasao,24.98881507,93.08668262,0,6,8.409098168,0.424714215
Dima Hasao,25.21557222,92.85898505,0,2.98,9.438352971,0.434545845
Dima Hasao,25.4748708,93.27889997,0,9.24,8.092433803,0.434090056
Dima Hasao,25.06256391,93.03489973,0,9.29,8.280015783,0.427410854
Dima Hasao,25.04429385,92.90313656,0,20.99,7.960816177,0.478709821
Dima Hasao,25.28749387,92.92955185,0,3.85,8.788204713,0.451271234
Dima Hasao,25.07769571,93.2049291,0,17.59,8.481197892,0.446713297
Dima Hasao,25.25500199,92.89847832,0,8.58,9.220026261,0.469758027
Dima Hasao,25.37185536,93.0514698,0,3.55,9.221389327,0.486751047
Dima Hasao,25.02200924,93.33490541,0,8.03,8.455792665,0.443761648
Dima Hasao,25.10092486,93.14646527,0,1.9,9.508187868,0.427083861
Dima Hasao,25.34386056,92.95379092,0,2.21,8.059465868,0.433289219
Dima Hasao,24.98721748,93.21270335,0,6.51,9.313165105,0.433088926
Dima Hasao,24.99079857,93.26979944,0,2.01,9.474581773,0.441885397
Dima Hasao,25.10321513,93.12518379,0,13.73,9.106791994,0.459541368
Dima Hasao,25.1957594,92.8854183,0,2.78,8.603188073,0.471741337
Dima Hasao,25.00350373,93.10643631,0,20.17,8.528716106,0.479418423
Dima Hasao,25.17290828,92.93622611,0,7.78,9.140779191,0.474782982
Dima Hasao,25.08969207,93.09558342,0,1.7,8.629871343,0.440491827
Dima Hasao,25.09417449,93.21456995,0,17.03,9.074765321,0.448139644
Dima Hasao,25.28005432,92.89639023,0,1.96,8.882090012,0.487946748
Dima Hasao,25.48006916,93.23538485,0,8.63,9.432557305,0.434814476
Dima Hasao,25.46329009,93.21079033,0,6.36,9.438091843,0.419143092
Dima Hasao,25.06488031,93.17814101,0,12.17,9.634186269,0.427181784
Dima Hasao,25.36187339,92.89271686,0,2.26,9.570267756,0.447649135
Dima Hasao,25.31757435,92.94688953,0,12.85,8.574772867,0.497449483
Dima Hasao,25.1635548,92.84024816,0,7.62,9.700165737,0.464775289
Dima Hasao,25.02991198,92.98160982,0,10.73,9.206783894,0.481643937
East Kameng,27.40096085,93.11646295,0,1.75,14.31947428,0.425819766
East Kameng,27.43119068,93.0813201,0,18.8,15.70978304,0.420245736
East Kameng,27.53551757,93.22551734,0,22.93,15.94783816,0.386251529
East Kameng,27.60851774,93.05473623,0,7.22,14.53263411,0.371163775
East Kameng,27.19516154,92.94038141,0,24.27,15.40355918,0.441655606
East Kameng,27.40714253,92.90579591,0,9.08,15.98349032,0.43044979
East Kameng,27.42779842,93.23856713,0,1.39,15.35386054,0.377488761
East Kameng,27.41468255,93.18286172,0,8.43,14.81553732,0.413284826
East Kameng,27.4912024,93.20144716,0,18.48,14.34282466,0.40588657
East Kameng,27.43014204,92.93798337,0,2.73,15.975125,0.430186007
East Kameng,27.4470464,93.16290877,0,12.8,14.03289134,0.378086178
East Kameng,27.27200829,93.18791601,0,14.17,14.64204912,0.418560749
East Kameng,27.52210797,93.0836062,0,5.8,14.96887548,0.369667488
East Kameng,27.19733066,92.9155966,0,7.67,15.08285031,0.386534771
East Kameng,27.17175088,93.05391668,0,5.49,13.79555281,0.377037528
East Kameng,27.56974055,93.0867324,0,0.46,15.31607832,0.412811821
East Kameng,27.19791771,92.81472046,0,2.26,15.4981171,0.402266417
East Kameng,27.12160253,93.23519684,0,6.91,14.80836614,0.43697422
East Kameng,27.53148983,92.86971334,0,18.06,15.44885168,0.388047827
East Kameng,27.34384667,93.25434466,0,6.31,14.758287,0.39248987
East Kameng,27.14955371,92.88830436,0,8.68,16.19123617,0.382465729
East Kameng,27.55898596,93.25472266,0,2.93,14.09062441,0.445312138
East Kameng,27.50028862,93.09719207,0,4.83,15.19090864,0.42615534
East Kameng,27.15094688,93.230854,0,19.26,15.81538078,0.388927037
East Kameng,27.42035467,92.84239117,0,12.12,15.91755789,0.389890724
East Kameng,27.22777714,93.20798381,0,1.18,16.47866142,0.423902849
East Kameng,27.53570483,93.25828066,0,24.44,14.15517672,0.436587054
East Kameng,27.20814733,92.88533061,0,18.8,14.50525283,0.383863182
East Kameng,27.4711577,93.09426642,0,12.36,14.33993519,0.383948816
East Kameng,27.16416166,92.84745576,0,16.32,13.96734868,0.369422446
East Kameng,27.60664139,93.09941407,0,14.55,15.67214134,0.447362314
East Kameng,27.2723376,93.28757894,0,19.86,15.14667869,0.435758788
East Kameng,27.14466991,92.91773624,0,14.31,15.93696584,0.435339889
East Kameng,27.15535715,93.25556523,0,13.39,15.11921467,0.415498127
East Kameng,27.58420327,93.06996843,0,2.11,15.50514077,0.428213524
East Kameng,27.21104793,92.84801885,0,2.83,16.00633728,0.436212359
East Kameng,27.35428551,92.89347343,0,32.68,15.51103901,0.382320311
East Kameng,27.33238036,92.96371924,0,7.78,15.4517635,0.413986763
East Kameng,27.25060187,92.95220585,0,12.51,15.68085504,0.441548937
East Kameng,27.42546661,93.21356815,0,10.43,15.9976009,0.372120791
East Kameng,27.23954835,93.01111317,0,7.67,14.15333248,0.389913731
East Kameng,27.28199427,92.88095961,0,23.93,14.22084096,0.415089042
East Kameng,27.24673521,92.8780751,0,30.4,15.76619805,0.376376222
East Kameng,27.43417218,92.86941687,0,0.41,16.53808511,0.377138953
East Kameng,27.4061243,93.14836942,0,24.06,15.89524999,0.388176287
East Kameng,27.56270206,93.28215988,0,22.93,14.89991042,0.400182607
East Kameng,27.21481536,93.27736044,0,14.02,14.61155501,0.441052194
East Kameng,27.18192078,93.19983157,0,10.09,15.01079908,0.437922442
East Kameng,27.3023146,92.84338171,0,13.1,16.51021497,0.417367233
East Kameng,27.29290532,93.2022216,0,17.55,15.21882429,0.392589905
East Siang,28.10014014,95.05305287,0,4.72,21.13121226,0.46998051
East Siang,28.27940157,95.04447948,0,17.78,21.37235308,0.503965291
East Siang,28.07096996,95.34363505,0,0,20.93969344,0.505897073
East Siang,28.40047484,95.16609354,0,11.97,22.46564139,0.521324008
East Siang,28.08554958,95.07349024,0,2.98,21.11984115,0.499884141
East Siang,28.34155031,95.38729203,0,27.72,20.79388442,0.452642448
East Siang,28.36468493,95.49189531,0,3.39,21.60958024,0.521560901
East Siang,28.05044649,95.45337525,0,0.51,20.09043486,0.513587111
East Siang,28.21148451,95.36023143,0,15.66,19.97927727,0.463872457
East Siang,28.01169832,95.52235322,0,0.15,22.69124688,0.512601222
East Siang,28.24996905,95.34104907,0,21.97,20.33460363,0.458806705
East Siang,28.27953763,95.47846044,0,25.16,21.7771897,0.441145461
East Siang,28.08410279,95.45800917,0,0.57,20.43108443,0.446926616
East Siang,28.14001508,95.34478944,0,13.73,20.71676771,0.486503231
East Siang,28.24450173,95.47054047,0,31.49,23.08777187,0.516106605
East Siang,27.96624113,95.39141642,0,0.05,21.14442866,0.514963733
East Siang,28.01471664,95.05485595,0,25.33,24.09105891,0.521703491
East Siang,27.96166547,95.3388944,0,0.26,24.08636425,0.430506504
East Siang,28.39564816,95.13188745,0,10.73,22.95942434,0.510825861
East Siang,28.05248455,95.06615055,0,4.47,21.21519601,0.460399908
East Siang,28.37887149,95.13928234,0,21.39,23.01704443,0.512841965
East Siang,28.28112505,95.29927993,0,17.55,23.73220846,0.464574092
East Siang,28.05291406,95.5093621,0,0.46,21.33255519,0.473548685
East Siang,28.20382653,95.32208758,0,5.34,23.04534574,0.432471018
East Siang,28.04267369,95.47245196,0,0,21.35784055,0.440128263
East Siang,28.28878098,95.49794228,0,22.93,19.94260271,0.477857227
East Siang,28.40531334,95.53669665,0,13.1,23.51636946,0.443399993
East Siang,28.08009414,95.40367857,0,0.82,22.65927567,0.431164012
East Siang,28.3232967,95.27781085,0,14.99,23.50501196,0.433701942
East Siang,28.07048378,95.05466302,0,12.56,24.03429538,0.514873332
East Siang,28.20429348,95.13848731,0,15.7,20.45965878,0.440562391
East Siang,28.09712351,95.5267484,0,0.41,22.79840676,0.454485286
East Siang,28.25226897,95.06051134,0,3.96,23.85079824,0.458814949
